RA,Dec,MagV,Identifier
031.3619151130638,+50.6432331921949,6.99,HIP 9754
029.5135347248569,+49.6427393504213,6.98,HIP 9169
034.5472662640238,+48.1482698068536,7.26,HIP 10736
036.4059419881193,+50.2786337447398,4.71,HIP 11313
033.7188165275561,+48.7823897076768,6.73,HIP 10462
035.2425093751053,+50.1514941707617,5.59,HIP 10944
036.1038164358301,+50.0065449835570,5.19,HIP 11220
034.8444877473710,+48.9554618442508,6.41,HIP 10830
034.8086879795656,+50.1438540789598,7.22,HIP 10817
040.7577395343876,+48.2652419117509,6.28,HIP 12690
037.6051181032434,+47.8537452520783,7.25,HIP 11663
041.1379692650059,+46.8414584996060,6.9,HIP 12804
042.2945588025213,+47.2179494579319,6.66,HIP 13155
042.9238743587213,+46.8419417846009,5.859,HIP 13339
043.50407860,+47.16089455,6.815,HIP 13512
042.9703348940327,+44.8942058550519,6.55,HIP 13360
047.3740481558,+44.8575406492,3.81,HIP 14668
048.0398281159868,+42.3759125359915,6.139,HIP 14887
046.44331103,+43.70246709,6.96,HIP 14402
048.4634571884047,+43.8630010660744,7.18,HIP 15041
049.4473029222973,+44.0250231832151,5.476,HIP 15338
050.3606551305209,+43.3296503903749,4.946,HIP 15648
048.7358270580948,+42.5036335920144,6.06,HIP 15118
052.6878965644697,+42.2024354670978,6.94,HIP 16357
051.2891108387450,+41.2573004167644,6.52,HIP 15925
051.3313430933319,+40.9533307108820,7.22,HIP 15944
052.1258057213986,+40.1710304048357,7.02,HIP 16186
052.8762449125192,+40.7599463732076,6.49,HIP 16425
053.0733214081007,+40.9207334599335,6.71,HIP 16487
054.3470047070550,+40.0897513504936,7.008,HIP 16897
053.3959729470678,+39.8994763190065,5.776,HIP 16591
302.6846129137439,+41.2470030808073,6.96,HIP 99420
302.9474467879042,+40.3299995662016,7.096,HIP 99515
304.3021982742463,+40.5913859576120,7.109,HIP 99997
305.5127318314086,+41.1321359894040,6.383,HIP 100434
304.2303570135924,+40.3650751078258,5.236,HIP 99968
304.52911749,+40.73208337,5.84,HIP 100069
301.2930780636837,+40.8138283620617,7.21,HIP 98923
304.3710690475335,+42.7220612565165,6.273,HIP 100016
306.3571912168299,+42.6050532806839,6.877,HIP 100736
308.2180332910165,+43.1915694069064,6.589,HIP 101383
308.5671367094559,+43.3610219492863,7.271,HIP 101511
306.3597792748466,+41.9103993376894,7.1,HIP 100737
308.4151781144974,+45.1755621027485,6.696,HIP 101452
307.6457043483497,+44.3152383403288,7.08,HIP 101186
309.5656134620722,+44.3327063392322,6.669,HIP 101838
309.8463628536505,+45.6669275813599,6.607,HIP 101934
310.35797975,+45.28033881,1.25,HIP 102098
311.9553611429908,+47.8318682038778,5.586,HIP 102635
311.1518848128550,+47.2969088821655,6.569,HIP 102377
310.9339567787878,+46.3181273924667,7.05,HIP 102306
311.3374453764274,+46.3547930378201,6.69,HIP 102430
311.6608019025987,+46.5316890025617,6.303,HIP 102530
313.6663778262360,+46.2311942793740,6.654,HIP 103213
313.7879859250343,+46.3501580799641,6.984,HIP 103263
311.8365329839812,+45.5799344602686,6.411,HIP 102585
312.4776805700878,+46.6613374692472,6.333,HIP 102827
312.2345463181052,+46.1141344352363,4.86,HIP 102724
314.1078967158823,+49.1958307103043,5.913,HIP 103360
315.6462776779624,+48.0306883709453,6.851,HIP 103850
316.6503908975,+47.6484025083,4.514,HIP 104194
314.9564651629327,+47.5209385840058,4.75,HIP 103632
312.7375512844109,+48.0304929533245,6.962,HIP 102912
313.9575186746098,+47.4176560660491,5.64,HIP 103312
319.6892738758974,+50.0693464404323,7,HIP 105219
319.8697933684773,+49.5102952110928,5.74,HIP 105282
320.5017424013696,+49.3888453678340,5.671,HIP 105497
320.6206783845483,+49.4914301087674,6.843,HIP 105540
324.0406334040970,+50.5020766057678,7.17,HIP 106651
322.2021164605080,+49.7950919784333,6.764,HIP 106049
320.9916269893117,+51.6571780688791,7.087,HIP 105650
324.0555287884022,+50.6790771254943,7.244,HIP 106658
318.7953585897639,+51.2819025424613,7,HIP 104919
322.5847228724417,+52.9579974901628,6.007,HIP 106171
324.6516611024821,+53.5803110642258,7.068,HIP 106863
325.5235627878152,+52.2920907670960,7.02,HIP 107138
326.3016598552945,+52.2675739167450,6.369,HIP 107398
324.9796278304016,+51.4768556375371,6.718,HIP 106973
325.5236024242,+51.1896226439,4.66,HIP 107136
322.8644779717997,+52.6198522927865,6.18,HIP 106267
322.8257783698379,+52.1955309329329,6.69,HIP 106256
323.6144279148617,+51.6984654412651,6.163,HIP 106518
324.3240614752728,+51.0641917486470,7.2,HIP 106735
328.1129202602867,+54.6830156290435,6.837,HIP 107971
328.33255882,+53.99718266,6.61,HIP 108039
328.8963050904909,+53.2432241092739,6.664,HIP 108233
330.4607787532189,+52.8822479892989,5.776,HIP 108758
327.5103446693232,+52.6973162295944,6.569,HIP 107777
330.8370400692954,+54.8800616004657,7.072,HIP 108879
333.0883479481013,+55.0976796167743,7.194,HIP 109617
331.4939888299742,+53.6233319658311,6.965,HIP 109096
331.8566057284583,+53.3074366651659,6.171,HIP 109205
336.4694228352956,+53.9446238700604,7.28,HIP 110713
337.3430841575303,+54.2459161161323,6.777,HIP 111006
336.7465593181101,+56.4335659328415,6.577,HIP 110807
334.2544036065462,+56.1765917365221,7.131,HIP 110021
335.7792300331386,+55.9632267213540,6.65,HIP 110504
341.6232966662720,+54.8720909805600,6.856,HIP 112434
339.6580124367,+56.7956340939,5.167,HIP 111795
338.4193711429168,+56.6247367207317,5.72,HIP 111362
340.8145572031807,+56.4083337485848,6.899,HIP 112183
338.9666411951019,+56.0705747559594,6.373,HIP 111543
342.4429779849382,+55.9027752372069,5.439,HIP 112731
345.0212532981510,+56.9453746336272,5.13,HIP 113561
345.3779790918751,+57.1054608349206,6.207,HIP 113684
343.5715031582194,+56.3329976717789,6.86,HIP 113102
344.0448369829271,+56.4504460161066,7.26,HIP 113268
346.2305355864542,+56.6905807945057,6.8,HIP 113975
347.53961551,+57.44834083,6.99,HIP 114406
348.3207282587550,+57.1683545891647,5.57,HIP 114622
349.9578187280291,+57.2436333641032,6.92,HIP 115187
351.03296541,+57.53551179,6.815,HIP 115529
354.5922363799061,+58.6540393241514,6.983,HIP 116650
352.5080845175886,+58.5489167218441,4.886,HIP 115990
355.2533187948907,+57.8387180360132,7.207,HIP 116843
355.4773448406915,+57.2599536220686,6.22,HIP 116912
358.5084084784422,+56.4894100772404,7.15,HIP 117842
357.2996833165199,+58.9632068098236,6.355,HIP 117472
356.7643947793268,+58.6519869631021,4.873,HIP 117301
356.7579911751216,+57.4513577211092,5.503,HIP 117299
359.8662266873636,+57.6708641725487,7.205,HIP 118276
358.5959749796959,+57.4993797029928,4.59,HIP 117863
358.8909949077852,+57.4121682552974,6,HIP 117957
001.2290611799313,+58.5321670413953,6.7,HIP 398
002.6236476997181,+57.1654754486642,6.72,HIP 857
002.7827286348500,+57.5879414148716,6.69,HIP 902
002.9364245479895,+57.2715231959196,7.073,HIP 951
002.9047755817110,+58.2118286370928,7.08,HIP 940
008.09079031,+58.33857484,7.165,HIP 2543
005.1423782998534,+56.5569095592019,6.73,HIP 1644
006.5502088225546,+56.7792318103947,6.76,HIP 2074
006.6644502320644,+56.6412015942193,6.58,HIP 2101
011.4414733769361,+56.7748863816881,6.953,HIP 3584
010.1268377829,+56.5373311583,2.23,HIP 3179
012.3078036696657,+57.0750237829435,7.119,HIP 3833
013.2734152531090,+57.2191533837848,7.25,HIP 4155
012.2762113171,+57.8151877056,3.44,HIP 3821
015.4408114710984,+57.8166949865106,6.76,HIP 4811
016.0650227324682,+57.1166985932021,7.04,HIP 5013
016.5164740798918,+57.7564732981245,7.105,HIP 5161
016.7507270529191,+56.9349710108940,6.401,HIP 5240
017.3956291195940,+57.3499958740368,6.649,HIP 5440
013.6250893534510,+56.3195836658318,7.15,HIP 4264
015.5319459004514,+56.3286724180121,6.7,HIP 4834
014.0540508286910,+57.9965571705625,6.19,HIP 4383
017.7756760283,+55.1499020164,4.33,HIP 5542
019.4388126443848,+56.6315956196602,6.67,HIP 6057
020.1539305190335,+54.9623508752437,7.2,HIP 6285
017.7446190076768,+56.7744033417198,7.229,HIP 5536
023.3386469943385,+55.8177001561902,7.12,HIP 7247
023.8579269245504,+56.0437313674735,7.02,HIP 7401
025.9459723442826,+55.8774873157151,6.95,HIP 8081
023.3597726259543,+54.9448699498051,6.9,HIP 7253
027.9971653506593,+55.1473838357245,5.52,HIP 8704
028.4521432129957,+55.5976394320129,6.437,HIP 8847
025.0545867622436,+53.8682778816167,6.37,HIP 7786
026.0586341708538,+54.8864224540058,7.27,HIP 8109
032.5322916424565,+53.8430921245851,6.303,HIP 10115
033.3896309535718,+53.0585898089087,6.46,HIP 10361
030.5754617191671,+54.4875428590943,5.04,HIP 9505
029.1565133883104,+53.3045439225761,7.08,HIP 9054
035.0373848242771,+50.9580879631714,6.64,HIP 10890
033.8694421044528,+52.5111066295905,6.94,HIP 10514
037.1179639875107,+53.0684425380762,7.27,HIP 11513
034.9074561585002,+52.5613868711956,7.186,HIP 10849
035.8340627055811,+52.0830999896660,6.64,HIP 11138
036.9657422744264,+50.5699744714683,6.156,HIP 11465
038.0270871488412,+50.1808106984681,7.14,HIP 11785
038.3286986760307,+52.3089542822443,6.65,HIP 11889
039.2009187767790,+51.9612365304490,7.26,HIP 12169
038.6678463686412,+50.0657676933058,6.97,HIP 11997
040.0872322759639,+49.5602598885990,6.59,HIP 12453
041.0499460083,+49.2284475333,4.11,HIP 12777
043.1663841790115,+48.8165547973154,7.05,HIP 13409
043.8912476388899,+47.3044466715485,7.01,HIP 13635
044.1387531193083,+47.1640058881156,6.03,HIP 13713
044.9574544453746,+47.2207102514985,5.485,HIP 13965
043.3377923072171,+48.5699582141099,6.21,HIP 13462
043.9083343492967,+48.3400997726667,7.15,HIP 13640
045.7177955073297,+47.1105509950977,6.723,HIP 14181
045.9864290456811,+47.8484790081770,6.467,HIP 14264
048.1100851768283,+47.7258746489069,6.327,HIP 14914
046.9472613679103,+47.3087066991816,6.375,HIP 14544
048.0472316050168,+46.3860378997250,7.17,HIP 14892
047.5857802061507,+45.9404114618581,7.28,HIP 14742
047.9952671617198,+46.1285992204343,6.95,HIP 14871
049.6356233093968,+44.7195552059481,6.96,HIP 15399
052.30728745,+45.04932105,7.14,HIP 16235
053.0684337355092,+44.8406838838105,7.262,HIP 16490
052.0759123811267,+44.3772396538002,6.52,HIP 16165
053.1624065520649,+44.8557596783762,6.41,HIP 16516
049.0185657535553,+45.3461340151202,6.18,HIP 15209
053.0392737613440,+42.7493239411570,7.26,HIP 16473
054.5007586068240,+42.5828435083899,6.402,HIP 16938
056.2984668088,+42.5785508022,3.8,HIP 17529
052.1379744786919,+43.7535772123875,7.21,HIP 16188
055.2337515294464,+41.1887903756565,7.18,HIP 17196
056.3794293376951,+42.0069227858692,6.88,HIP 17549
057.0015598227375,+40.5306390396594,7.24,HIP 17747
058.1378335317046,+40.3656207631108,7.17,HIP 18123
299.48380633,+42.26077150,6.45,HIP 98253
300.0644468044163,+42.2178618319464,7.09,HIP 98459
302.00483087,+42.38500596,7.09,HIP 99170
300.7878885718817,+41.4744583169473,6.984,HIP 98728
298.4103608577249,+41.3557796372649,6.99,HIP 97895
303.8489248331517,+44.0006452834468,7.15,HIP 99840
303.8621328072308,+44.1387892548527,7.22,HIP 99846
303.4283898856621,+43.3790111707171,6.14,HIP 99685
305.1165680608022,+43.8545249375253,6.85,HIP 100287
304.9835116800310,+46.8373167291598,6.478,HIP 100250
304.7069498092613,+46.3221911835927,6.443,HIP 100142
303.8216589306630,+45.7410343956544,7.097,HIP 99827
304.0025646114736,+45.5795243737729,5.864,HIP 99889
305.5223472028984,+45.7949923685648,5.572,HIP 100437
304.1499221471033,+45.3391288976022,7.12,HIP 99936
308.6699509538863,+49.1773922442669,7.25,HIP 101537
308.1066230626670,+48.2164757207162,6.974,HIP 101350
309.5706332094605,+48.0701124214995,6.609,HIP 101839
308.4785131312406,+46.6938528256312,5.769,HIP 101475
311.4295303669791,+50.6738714661968,7.21,HIP 102459
312.3879325283960,+50.7831849484867,7.22,HIP 102796
310.5525994160714,+50.3400120527923,5.401,HIP 102177
312.4070017738336,+50.1270832934936,6.607,HIP 102804
312.8922072551082,+49.6543166695745,6.96,HIP 102956
313.4683483911891,+49.5334234176615,7.03,HIP 103143
312.4029934033532,+51.3143039789289,6.65,HIP 102801
314.0533113019181,+51.0750155425227,6.601,HIP 103343
314.1061571473542,+50.7285960565419,5.82,HIP 103359
314.62514105,+50.46178914,5.9,HIP 103530
315.8587083487408,+50.3519144012432,6.364,HIP 103929
317.9147174528960,+53.7462212775897,7.082,HIP 104630
319.2585534964501,+53.9976914457616,6.13,HIP 105064
315.9484308213502,+53.2859071355963,5.918,HIP 103956
317.5648798880004,+53.5631028975770,5.747,HIP 104516
318.5038064202370,+52.7119465829826,7.07,HIP 104805
319.9198750578130,+53.0581064959590,6.84,HIP 105298
322.4706533339077,+52.9338395060563,7.24,HIP 106132
322.2197444126562,+55.4187061364830,6.127,HIP 106052
324.4117025642,+54.0421924331,6.159,HIP 106771
321.9991304088146,+53.2893223650677,7.193,HIP 105990
321.6873733610115,+52.8985358065594,5.987,HIP 105891
325.1804436462224,+54.8721562088812,6.15,HIP 107041
325.7335423695488,+54.5618797751494,6.964,HIP 107215
328.0018997478202,+55.7919793510744,6.419,HIP 107929
328.0043299856146,+55.7967483875745,5.657,HIP 107930
328.1279214752245,+55.0398446876976,7.29,HIP 107977
325.1628799463452,+54.3247071098371,7.29,HIP 107036
332.5428485618241,+56.0838851293167,6.924,HIP 109424
329.8452354788810,+57.6585197561211,6.578,HIP 108553
328.7214744477337,+56.6112242991438,5.8,HIP 108165
331.5565269504547,+56.3433931726947,6.382,HIP 109124
330.5956463425047,+55.9461558515888,7.24,HIP 108794
330.5190527368686,+58.0003634889520,5.542,HIP 108772
328.2798895740316,+56.2125619926667,6.87,HIP 108029
333.7708657377051,+59.1143952741707,7.158,HIP 109867
335.1615410421211,+58.4099042175815,6.448,HIP 110314
332.7136538163,+58.2012626631,3.35,HIP 109492
334.1106811816483,+57.2202369540866,5.882,HIP 109972
335.0260810786457,+56.9180147806349,6.55,HIP 110266
335.7507797566336,+57.2846116337465,6.168,HIP 110497
337.2885250982074,+58.4040955445160,6.3,HIP 110988
339.7724440266623,+58.9274858748755,6.99,HIP 111829
338.6353046572024,+58.1629469237698,7.24,HIP 111436
337.2927709100,+58.4151982933,3.75,HIP 110991
335.9592077648291,+58.5344762088960,7.082,HIP 110561
337.5779305812141,+57.2254426059132,6.679,HIP 111088
344.0140622777390,+58.1958460763596,7.069,HIP 113255
343.2657657410749,+60.1010299882282,5.984,HIP 112998
344.2338956537333,+59.9617009438223,7.217,HIP 113316
344.7875179876662,+59.8146515088561,6.45,HIP 113498
342.8907225241738,+59.0085434097862,7.2,HIP 112881
341.8468236142696,+58.4830291932719,6.36,HIP 112508
345.8391074282944,+58.5638666317442,6.428,HIP 113852
345.8488024101595,+60.4454054746840,6.733,HIP 113853
346.6534077321,+59.4197599161,4.84,HIP 114104
346.7935492346385,+59.7273932605454,6.419,HIP 114163
346.8583965029633,+58.9897415594503,7.25,HIP 114186
347.4339115521279,+59.3326898169061,5.679,HIP 114365
347.9196676126946,+59.6997180871743,6.9,HIP 114515
345.6049000390686,+59.8526813071086,6.994,HIP 113772
345.6557603251898,+59.6050588944561,7.29,HIP 113790
346.2764218600450,+58.7324139422465,6.9,HIP 113993
351.5872832030752,+61.0868480590088,6.603,HIP 115691
353.3364917713850,+60.4109443534042,7.19,HIP 116251
350.0027049984656,+61.1498454755636,6.944,HIP 115198
350.0867496708144,+60.2747616206455,6.634,HIP 115228
350.2804239914818,+60.4709848362224,7.174,HIP 115297
350.6355526729448,+60.1334844281903,5.513,HIP 115395
358.6754810067155,+61.8388987923766,7.233,HIP 117884
355.6310938711994,+61.6793699056351,6.395,HIP 116962
358.4582616971914,+60.8534007820459,6.9,HIP 117830
359.3312713571202,+61.0262012395422,6.6,HIP 118090
358.2701817943672,+60.7044946779185,6.702,HIP 117775
357.2248235641470,+59.9789365817380,6.324,HIP 117450
359.3897136160607,+60.0236014625988,6.461,HIP 118116
358.8861705393834,+59.4155228531860,7.26,HIP 117955
002.29452158,+59.14978110,2.27,HIP 746
003.9784993363293,+61.0001710160430,6.432,HIP 1269
004.2376793556086,+61.5331821068637,5.737,HIP 1354
001.2756291441069,+61.3139701465376,5.791,HIP 418
003.4841582575244,+59.9993264807487,6.91,HIP 1118
002.6444193692381,+59.6734081411922,6.695,HIP 860
000.4042305318708,+61.2227992784114,5.567,HIP 124
000.5737709997093,+60.7031669679159,6.753,HIP 181
000.3160695853289,+60.3552843031622,7.13,HIP 99
000.1286970125288,+59.5596806169965,6.177,HIP 43
005.9716116063114,+60.9613876572913,6.569,HIP 1892
009.1139339017312,+60.3262125236533,5.792,HIP 2876
009.6393391712519,+60.3247820744793,6.769,HIP 3030
007.5830050078864,+59.9775520143093,5.94,HIP 2377
009.7053009954776,+59.8261523946453,6.74,HIP 3058
004.8280934126732,+59.1390394284747,7.22,HIP 1550
010.6293435610669,+58.7534130526141,6.171,HIP 3334
013.2674828544246,+61.1239727283772,4.8,HIP 4151
014.19571524,+60.36283867,5.566,HIP 4440
015.0116190954327,+60.5099584309066,7.09,HIP 4674
011.6769108859769,+59.5745400504393,6.41,HIP 3649
013.7506478096331,+58.9726944654454,4.82,HIP 4292
014.1662672090196,+59.1810557144435,4.622,HIP 4422
014.1772154,+60.7167403,2.39,HIP 4427
010.0835080692269,+59.4642256421678,7.03,HIP 3166
010.1033583017389,+59.5138103513707,7.211,HIP 3171
015.1364729876919,+58.3641214061406,7.12,HIP 4713
017.1394416076772,+58.2634506399965,5.767,HIP 5361
016.7250352783,+59.8586082597,6.857,HIP 5232
015.9043676123003,+58.9092174569981,6.75,HIP 4961
018.5437615972478,+58.8123320403257,7.17,HIP 5784
019.3595534921898,+57.6320711374630,6.61,HIP 6027
019.5578424402957,+57.8031690529998,6.52,HIP 6093
022.5762792753945,+59.7820500786700,6.894,HIP 7013
023.4828347760013,+59.2320521096217,4.681,HIP 7294
024.2022843947400,+59.6260011202098,7.17,HIP 7515
023.3571139460265,+58.3273475597451,5.709,HIP 7251
019.9655643543879,+58.2081449318722,6.96,HIP 6229
020.0204775756484,+58.2316146203123,4.98,HIP 6242
025.5737568723703,+58.6277442648377,6.348,HIP 7963
024.5315286220142,+57.9776307455105,5.536,HIP 7617
025.74061442,+58.11576894,7.028,HIP 8019
026.8248218968218,+58.0212237950715,6.75,HIP 8321
026.1923788209763,+57.0892327530442,6.24,HIP 8148
025.1290909375271,+59.0528237508704,6.952,HIP 7812
024.3453129722689,+58.6374017406859,7.26,HIP 7559
033.2335921785062,+57.2044958356699,7,HIP 10322
028.7348847500272,+56.5824772223809,6.827,HIP 8929
031.2660604235914,+55.6222605981824,6.517,HIP 9723
033.7820969116713,+55.0882195729550,6.79,HIP 10479
035.1788274738087,+55.9090781786231,6.85,HIP 10926
035.9656012639727,+55.3648617682345,6.291,HIP 11174
035.3040130773873,+54.5100779508210,6.88,HIP 10961
035.5893117395513,+55.8456532695542,5.17,HIP 11060
034.2154839760804,+57.0552446988395,6.48,HIP 10633
037.7110682759826,+55.5484058514056,6.95,HIP 11696
038.0500318670587,+55.4581026626805,6.74,HIP 11796
037.35400125,+55.53620444,6.51,HIP 11593
041.6492709234024,+54.0777197370378,7.16,HIP 12957
040.7480131271673,+53.5261062789919,5.835,HIP 12686
042.9475798401825,+53.0318106964238,6.91,HIP 13351
043.21680054,+52.99729083,6.35,HIP 13424
043.5644517093782,+52.7624681162437,3.96,HIP 13531
045.2229845475364,+52.3520283778940,6.74,HIP 14047
045.2175497359629,+52.3517354079941,5.219,HIP 14043
043.5950636550452,+51.1669449176727,6.543,HIP 13540
044.2110766833399,+51.2612848101416,6.21,HIP 13732
047.1123630868348,+51.1664549557481,6.995,HIP 14597
049.6572532210370,+50.2221761475281,5.157,HIP 15404
048.4597208619518,+49.5688784425206,7.155,HIP 15040
049.7818248343583,+50.0949645489416,5.032,HIP 15444
050.9472088768202,+48.6044154108761,6.99,HIP 15819
051.4890902834293,+49.1207592107721,6.09,HIP 15988
051.7715333012286,+48.2055079559801,6.842,HIP 16079
051.9824171906228,+47.7359313774656,7.25,HIP 16137
052.6436969935748,+47.9952167839946,4.36,HIP 16335
052.6539506475269,+48.1036048627880,5.82,HIP 16340
052.8880661766885,+47.8624163385626,6.763,HIP 16430
053.3373732519107,+47.9500471849058,6.59,HIP 16570
052.3595271499285,+46.9378658951910,6.217,HIP 16252
052.6124394295957,+47.0632815498417,7.043,HIP 16326
053.0358670276889,+48.0234774910855,5.461,HIP 16470
048.3494667571967,+48.1769549318151,5.913,HIP 15004
050.8049848771416,+49.2132673848724,5.3,HIP 15770
053.9937080051852,+47.0910284510616,6.873,HIP 16782
053.1094119132375,+46.0568619204592,5.32,HIP 16499
056.1704228273393,+46.0998082890551,6.091,HIP 17475
